Year	Primary sector	Secondary sector	Tertiary sector
1951-52	1.7629188899907131	4.539813181788491	2.708603089523924
1952-53	3.1298819817172205	-0.046863284178955265	3.057888796047906
1953-54	7.531365064604908	6.3076297940174415	2.9017253886747367
1954-55	2.974363981254184	8.64720237570198	4.698450437499136
1955-56	-0.7998266252192582	11.341740636501408	4.978743629690265
1956-57	5.426144897457604	8.866635879736528	4.702375712147699
1957-58	-4.198181629798476	-1.281507445692215	3.8341421227117665
1958-59	9.869474993409536	7.223466087703824	4.21081856461987
1959-60	-0.8348611435813512	7.0785260804454655	4.990897384663203
1960-61	6.977696435772559	10.587586424251974	5.72319729329668
1961-62	0.2650320126194674	7.092729151081187	5.3933775364275505
1962-63	-1.525256089167038	6.333577273634488	5.763573909247908
1963-64	2.362967835913822	10.631608584120627	5.997667324600753
1964-65	8.9261225075312	7.35341938950077	5.787803123280715
1965-66	-10.229098513941349	3.121295930462268	2.8899930390533113
1966-67	-1.2545991209590819	3.5466155810983397	3.1486449706442707
1967-68	14.325954538701529	3.1846269595569647	3.883326799553693
1968-69	-0.034306743874167024	5.17935906477486	4.592329184658369
1969-70	6.364005074980761	7.990499136285117	5.196949827577833
1970-71	6.5053408618708914	1.70379802784589	4.929656427878876
1971-72	-1.7111749639680165	2.616874650772956	3.66969016952988
1972-73	-4.59852242054041	3.4606891127446535	3.05654085190238
1973-74	6.948557666420281	0.872294182431313	3.270654130826165
1974-75	-1.2614311476460303	1.2319078629538733	4.346389403218915
1975-76	12.857050146945662	6.264018401687458	6.6179280823787625
1976-77	-5.380305756134428	9.25307178271179	4.633465625400077
1977-78	9.713799525097347	7.301172331014979	4.811010018451178
1978-79	2.320566590171718	7.775879373884262	6.622835075856981
1979-80	-12.164497979544093	-3.4933318167600307	2.4345701072104267
1980-81	12.852910229939202	4.17298937784522	4.388293892558627
1981-82	5.058476566461992	7.4593937165444535	5.158933318042751
1982-83	0.3828316172129413	0.5040534849441988	7.02303752604623
1983-84	9.681882074424799	8.655571123652887	5.609799590228068
1984-85	1.5614777042567973	4.526555551538379	6.0895514159102975
1985-86	0.6063544350875328	4.224458971786978	7.604084787932726
1986-87	0.3439284417599102	5.08423952122305	7.52584632567125
1987-88	-1.23087246556057	5.828324192308907	6.378415404093572
1988-89	15.676890798281546	8.227933094265863	6.813251772057698
1989-90	1.6398775849808402	8.462697953143813	8.738103944104596
1990-91	4.494687555765794	6.716041641068228	5.151502758313566
1991-92	-1.5350752357640272	-0.09330284117077199	4.623625477261088
1992-93	6.177940998337206	3.5905465499358193	5.674366732411528
1993-94	3.1712407793925097	6.320683781668636	7.248226395919246
1994-95	5.06840639733009	9.282899864330457	5.897510191213962
1995-96	-0.1691047732034711	12.207837660257997	10.089482378854624
1996-97	9.12388559982941	7.321278818284806	7.572309269842063
1997-98	-1.5847783988863957	3.1105542242669837	8.828153607402541
1998-99	6.014858111725861	4.280840585953184	8.289994939588837
1999-00	2.7163242501594063	4.711477165514955	9.460950706439517
2000-01	-0.02397005586866868	6.751540861128902	5.650781564164633
2001-02	5.859112444466303	2.817470093892858	7.181932261974952
2002-03	-5.894491505737692	6.8856037965668495	7.469916910292361
2003-04	9.291265371276232	7.797275810676729	8.491346675379537
2004-05	0.790322641360281	10.542592071970763	9.133853296636733
2005-06	5.747328202935195	10.652148162599813	10.585172706272305
2006-07	4.428037112513642	11.18615037553741	11.231867665771244
2007-08	4.6956724663610405	8.506258141247097	10.851828360722624
2008-09	1.8038477131287745	3.895959851662017	9.668004022386853
