Year	Primary sector	Secondary sector	Tertiary sector
1951-52	0.0016509956031691697	0.16580488483551203	0.009257264627503758
1952-53	-0.00014359893199999973	-0.466207235175948	-0.036722221112090114
1953-54	-0.0010303492116880975	-0.19406470145062027	-0.019528820874109343
1954-55	0.00021223703320760734	0.22105027901165641	-0.08891607264649704
1955-56	0.00038870546597857825	0.46689779033831336	-0.13178459118474972
1956-57	-6.0040138640360396e-05	0.17447268427783058	-0.11340780217427415
1957-58	0.0017840105224875558	-0.6963331764495111	0.038355232579032617
1958-59	-0.0012478979093515363	0.28781195071463817	-0.033623478784517324
1959-60	0.0010404082682912152	0.013300204689131512	-0.06293843936105237
1960-61	0.0014740503408390282	0.3071148224381002	-0.11767268172085288
1961-62	0.0010917333106847948	-0.20849538708097182	-0.06013964639653846
1962-63	0.0028004119524438487	-0.1425416450103123	0.03155515571679768
1963-64	0.00014251390824870924	0.1266471997775671	-0.020063654672525466
1964-65	-0.0017902497424913122	0.05013930124095989	-0.006986343332909151
1965-66	0.004895972902543733	0.25477236539286885	0.0646772240492206
1966-67	0.0010000583194003099	0.3280501616469116	0.06219588734794579
1967-68	-0.003244387113282343	0.311775290200933	-0.016499501064742628
1968-69	0.0007424581347867526	-0.07926297993955966	-0.003405597870688837
1969-70	-0.00038023819631671785	-0.3362289788012296	0.001888802235499476
1970-71	0.6899416731577679	7.817425655091487	1.4353475322772122
1971-72	-0.0005683614052627295	-0.06970263281773503	0.11156112441339072
1972-73	-0.0010427213781314393	-0.0337481788601135	0.06635619381865077
1973-74	0.0008617225463547484	-0.18673387224260518	-0.07431759280304595
1974-75	-0.00048617324258382055	-0.11588185659854688	-0.1465490413355024
1975-76	0.00016025071022696125	0.1472580422810701	-0.18553649315608833
1976-77	-0.0011408415194926746	0.0036771095883043614	0.023473044367049667
1977-78	0.0007342451270613282	0.07599502605043984	-0.13873442409119008
1978-79	0.00027156568710395845	-0.2564906262410087	-0.12305796853309214
1979-80	-0.0018727195705636746	-0.05521217251554722	0.24727475685024336
1980-81	0.00035108610381584526	0.17294134364486968	-0.10984048893899523
1981-82	-0.6463574324651109	0.041808126797903356	-0.2576510107273595
1982-83	0.40595091844615866	-2.3617195535706728	0.3120706348618887
1983-84	0.540314110521809	-0.014683330602821343	0.06232073098065438
1984-85	0.09125425096287665	-1.706616230906425	-0.22809874880314673
1985-86	-0.4122192561725956	-0.4961087636077748	-0.33005826199979804
1986-87	0.14882173805489946	-1.1030384395165198	0.1629319679382384
1987-88	-0.222016674074206	-1.147833141610521	-0.12272588253241246
1988-89	0.2449646031459558	-0.38662970963317633	-0.4645731472428194
1989-90	-0.25096105083236564	-2.2149071695284945	-0.10906136688555712
1990-91	-0.09628262864228088	-0.7051978907682814	-0.1645698207607662
1991-92	-0.3950491213564771	0.9296608070852989	-0.17335555817831239
1992-93	0.7644247623861418	-0.7007725782262595	0.3228056907441541
1993-94	-0.7358982543300572	0.672046704460131	-0.4206384316802918
1994-95	-0.2700860795548863	-0.9953732215289488	-1.1859328516086443
1995-96	0.15547528323578427	-0.04447992200882389	-0.3668030719822255
1996-97	0.28952798788260203	-0.4264972426148974	0.3726796102314269
1997-98	-0.11213254516921722	-0.6460085187975744	-1.000221489642339
1998-99	0.1060491261606531	0.4412491428462153	-0.06455565202352354
1999-00	2.15085710773657	-0.21830418847350153	-0.6007775662197954
2000-01	-0.12993596857566816	-0.20236968333011518	0.1582935135600918
2001-02	-0.08173025305582904	-0.8964461193532758	0.4224729640679099
2002-03	-0.28469296159683477	0.5362077241149255	-0.4419199706605532
2003-04	8.798442781987603e-05	1.1650752833569475	-0.5698061741309672
2004-05	-0.685509659413993	2.5624413224963343	0.19374760080584608
2005-06	-1.1350779798179698	-0.6634287985403464	2.0107857807006795
2006-07	0.0026820307576995717	-0.02165017736991537	-0.18407613061767591
2007-08	-0.0009065639651604229	0.0640621439294069	-0.14610960486881552
2008-09	0.0011367523618792674	0.18983317365686014	0.09318758678313621
